sample_id,recordeddate,date,start_time,stop_time,participant_id,user,app_category,app_namedetail
0e120673-e8d1-4a14-a295-0f8dee74fe13,2023-06-09T15:59:59-05:00,2023-06-09,16:01:54,16:02:25,110,Child,business,BFB6ACB1-43EF-4418-8F0F-EBB4A152D076
0e120673-e8d1-4a14-a295-0f8dee74fe13,2023-06-09T15:59:59-05:00,2023-06-09,16:02:25,16:02:36,110,Child,productivity,8C9B5F8E-63C9-459C-B33F-1D0A5C8E13B5
0e120673-e8d1-4a14-a295-0f8dee74fe13,2023-06-09T15:59:59-05:00,2023-06-09,16:02:36,16:03:44,110,Child,productivity,com.apple.mobilemail
0e120673-e8d1-4a14-a295-0f8dee74fe13,2023-06-09T15:59:59-05:00,2023-06-09,16:03:44,16:03:46,110,Child,productivity,com.apple.mobilemail
0e120673-e8d1-4a14-a295-0f8dee74fe13,2023-06-09T15:59:59-05:00,2023-06-09,16:07:18,16:07:19,110,Child,socialNetworking,D06CB73B-A11B-438A-BD3A-375DA5B6B255
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:18:59,16:19:10,110,Child,productivity,7697793A-C784-4720-85F1-E1422C7177BE
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:15:59,16:18:54,110,Child,photoAndVideo,DACF091A-F4A5-44E4-84B5-306CFB4D66C3
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:18:54,16:18:59,110,Child,business,E8DA1EB8-8446-4D70-815E-6028E34C835E
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:15:20,16:15:54,110,Child,photoAndVideo,DACF091A-F4A5-44E4-84B5-306CFB4D66C3
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:15:54,16:15:59,110,Child,photoAndVideo,DACF091A-F4A5-44E4-84B5-306CFB4D66C3
2cdd256c-c64d-4722-8911-bffaf054a181,2023-06-09T16:14:59-05:00,2023-06-09,16:14:59,16:15:20,110,Child,photoAndVideo,DACF091A-F4A5-44E4-84B5-306CFB4D66C3
d7ae71f4-3bc8-45d0-8c88-347649a3070b,2023-06-09T16:29:59-05:00,2023-06-09,16:29:59,16:30:17,110,Child,productivity,com.apple.MobileSMS
d7ae71f4-3bc8-45d0-8c88-347649a3070b,2023-06-09T16:29:59-05:00,2023-06-09,16:30:17,16:30:17,110,Child,photoAndVideo,EFDE8389-E65D-40CF-90AD-CE94A3CE0787
c237158a-0f1a-49f7-994c-59a06936104a,2023-06-09T16:44:59-05:00,2023-06-09,16:44:59,16:44:59,110,Child,productivity,com.apple.MobileSMS
c237158a-0f1a-49f7-994c-59a06936104a,2023-06-09T16:44:59-05:00,2023-06-09,16:44:59,16:45:48,110,Child,productivity,com.apple.MobileSMS
c237158a-0f1a-49f7-994c-59a06936104a,2023-06-09T16:44:59-05:00,2023-06-09,16:45:48,16:46:43,110,Child,productivity,com.apple.MobileSMS
c237158a-0f1a-49f7-994c-59a06936104a,2023-06-09T16:44:59-05:00,2023-06-09,16:46:43,16:46:55,110,Child,business,986D603A-AF4A-4A95-9CB0-0869FFB3F980
c237158a-0f1a-49f7-994c-59a06936104a,2023-06-09T16:44:59-05:00,2023-06-09,16:46:55,16:47:09,110,Child,business,986D603A-AF4A-4A95-9CB0-0869FFB3F980
55d613c3-4002-42c0-b051-cd7db43f34b8,2023-06-09T17:14:59-05:00,2023-06-09,17:14:59,17:15:03,110,Child,productivity,com.apple.MobileSMS
55d613c3-4002-42c0-b051-cd7db43f34b8,2023-06-09T17:14:59-05:00,2023-06-09,17:15:03,17:15:08,110,Child,productivity,com.apple.MobileSMS
55d613c3-4002-42c0-b051-cd7db43f34b8,2023-06-09T17:14:59-05:00,2023-06-09,17:15:08,17:15:14,110,Child,productivity,9F4CBD04-8CF4-46E6-8EB4-9CF163F74661
55d613c3-4002-42c0-b051-cd7db43f34b8,2023-06-09T17:14:59-05:00,2023-06-09,17:15:14,17:16:02,110,Child,photoAndVideo,855192C5-AB47-4ACC-A24D-964029C423E9
73034eb4-8e59-456a-b9de-5aa2791e4832,2023-06-09T17:29:59-05:00,2023-06-09,17:40:25,17:40:36,110,Child,weather,com.apple.weather
73034eb4-8e59-456a-b9de-5aa2791e4832,2023-06-09T17:29:59-05:00,2023-06-09,17:40:23,17:40:25,110,Child,photoAndVideo,855705D5-83C5-4250-B6DF-BF5E4E8F0163
73034eb4-8e59-456a-b9de-5aa2791e4832,2023-06-09T17:29:59-05:00,2023-06-09,17:30:16,17:40:23,110,Child,photoAndVideo,855705D5-83C5-4250-B6DF-BF5E4E8F0163
73034eb4-8e59-456a-b9de-5aa2791e4832,2023-06-09T17:29:59-05:00,2023-06-09,17:30:01,17:30:16,110,Child,productivity,com.apple.MobileSMS
73034eb4-8e59-456a-b9de-5aa2791e4832,2023-06-09T17:29:59-05:00,2023-06-09,17:29:59,17:30:01,110,Child,navigation,D9FE613C-52AB-4EC4-B9F7-9256511D5FDA
0f9378e9-6b6c-4d4d-b489-944d9bccfb29,2023-06-09T17:44:59-05:00,2023-06-09,17:44:59,17:45:05,110,Child,productivity,com.apple.MobileSMS
0f9378e9-6b6c-4d4d-b489-944d9bccfb29,2023-06-09T17:44:59-05:00,2023-06-09,17:45:05,17:45:13,110,Child,productivity,com.apple.MobileSMS
0f9378e9-6b6c-4d4d-b489-944d9bccfb29,2023-06-09T17:44:59-05:00,2023-06-09,17:45:13,17:45:15,110,Child,productivity,com.apple.MobileSMS
0f9378e9-6b6c-4d4d-b489-944d9bccfb29,2023-06-09T17:44:59-05:00,2023-06-09,17:45:15,17:45:59,110,Child,productivity,com.apple.MobileSMS
0f9378e9-6b6c-4d4d-b489-944d9bccfb29,2023-06-09T17:44:59-05:00,2023-06-09,17:45:59,17:46:05,110,Child,productivity,com.apple.mobilemail
b94ffb03-314a-4137-b673-8148169f215e,2023-06-09T17:59:59-05:00,2023-06-09,17:59:59,18:00:04,110,Child,productivity,com.apple.mobilemail
b94ffb03-314a-4137-b673-8148169f215e,2023-06-09T17:59:59-05:00,2023-06-09,18:00:04,18:00:49,110,Child,productivity,com.apple.MobileSMS
b94ffb03-314a-4137-b673-8148169f215e,2023-06-09T17:59:59-05:00,2023-06-09,18:00:49,18:00:54,110,Child,productivity,AF54FEBC-F939-4764-B3C7-664006A6296A
b94ffb03-314a-4137-b673-8148169f215e,2023-06-09T17:59:59-05:00,2023-06-09,18:00:54,18:00:56,110,Child,finance,B0A3D11A-6BCA-4B6C-B560-8D59E186FEC1
b94ffb03-314a-4137-b673-8148169f215e,2023-06-09T17:59:59-05:00,2023-06-09,18:00:56,18:00:58,110,Child,photoAndVideo,2FD208AE-BFF4-4875-AF23-05716DDA1A37
6416e69c-c9fa-4d03-aa5a-5498a6bdc02e,2023-06-09T18:14:59-05:00,2023-06-09,18:14:59,18:15:32,110,Child,productivity,com.apple.MobileSMS
6416e69c-c9fa-4d03-aa5a-5498a6bdc02e,2023-06-09T18:14:59-05:00,2023-06-09,18:15:32,18:16:06,110,Child,productivity,com.apple.MobileSMS
6416e69c-c9fa-4d03-aa5a-5498a6bdc02e,2023-06-09T18:14:59-05:00,2023-06-09,18:16:06,18:16:07,110,Child,photoAndVideo,5858A8EC-9291-4696-8920-B3BE65C03A18
6416e69c-c9fa-4d03-aa5a-5498a6bdc02e,2023-06-09T18:14:59-05:00,2023-06-09,18:16:07,18:16:07,110,Child,photoAndVideo,5858A8EC-9291-4696-8920-B3BE65C03A18
7bbe0aea-978b-444f-b724-90541b858ab7,2023-06-09T18:59:59-05:00,2023-06-09,18:59:59,19:00:49,110,Child,productivity,com.apple.MobileSMS
e2069b08-9555-421e-adbc-7dacf0760dde,2023-06-09T20:29:59-05:00,2023-06-09,20:29:59,20:30:06,110,Child,socialNetworking,9DB27CEF-E533-4519-AB4B-D4FE9FF8C6CF
e2069b08-9555-421e-adbc-7dacf0760dde,2023-06-09T20:29:59-05:00,2023-06-09,20:30:06,20:30:10,110,Child,socialNetworking,A8A35997-7CD3-4093-BF08-F208F9DF712F
e2069b08-9555-421e-adbc-7dacf0760dde,2023-06-09T20:29:59-05:00,2023-06-09,20:30:10,20:30:11,110,Child,productivity,com.apple.MobileSMS
e2069b08-9555-421e-adbc-7dacf0760dde,2023-06-09T20:29:59-05:00,2023-06-09,20:30:11,20:30:14,110,Child,productivity,com.apple.MobileSMS
e6154edd-8ae0-4ed6-91be-f27e2687fcca,2023-06-09T20:44:59-05:00,2023-06-09,20:44:59,20:45:14,110,Child,productivity,com.apple.MobileSMS
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,20:59:59,21:00:18,110,Child,finance,DB16E2D7-D2C0-4C14-A2AC-6943D60275F8
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,21:00:18,21:00:19,110,Child,finance,DB16E2D7-D2C0-4C14-A2AC-6943D60275F8
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,21:00:19,21:00:46,110,Child,socialNetworking,3DB7D632-C6F5-461B-A4A5-A7855EA01E9C
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,21:00:46,21:00:47,110,Child,productivity,com.apple.MobileSMS
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,21:00:47,21:01:04,110,Child,productivity,com.apple.MobileSMS
9dbb7ade-6546-4dd1-bd50-8e31a34c38f2,2023-06-09T20:59:59-05:00,2023-06-09,21:01:04,21:01:18,110,Child,productivity,com.apple.mobilemail
d999b0bf-4fae-4480-b889-500de441f10b,2023-06-09T21:14:59-05:00,2023-06-09,21:14:59,21:23:08,110,Child,socialNetworking,B7A57B47-1CD6-4F3E-A18A-38059731CA19
f4a36fc7-46de-4936-a39b-67ca5424cce2,2023-06-09T21:29:59-05:00,2023-06-09,21:29:59,21:30:22,110,Child,photoAndVideo,B11DDB29-FDF0-43EB-9824-8770F5ED67F5
f4a36fc7-46de-4936-a39b-67ca5424cce2,2023-06-09T21:29:59-05:00,2023-06-09,21:30:22,21:30:38,110,Child,productivity,com.apple.MobileSMS
f4a36fc7-46de-4936-a39b-67ca5424cce2,2023-06-09T21:29:59-05:00,2023-06-09,21:30:38,21:30:40,110,Child,socialNetworking,720FA895-01D1-43A4-BE60-88DFF25EFE3B
301c7e24-6241-4464-b039-2544e16f6ce0,2023-06-09T21:59:59-05:00,2023-06-09,22:00:08,22:00:19,110,Child,productivity,com.apple.mobilemail
301c7e24-6241-4464-b039-2544e16f6ce0,2023-06-09T21:59:59-05:00,2023-06-09,22:00:01,22:00:08,110,Child,photoAndVideo,5A6348AC-B3E5-41E9-8A25-21D2AFC56AE4
301c7e24-6241-4464-b039-2544e16f6ce0,2023-06-09T21:59:59-05:00,2023-06-09,21:59:59,22:00:01,110,Child,photoAndVideo,5A6348AC-B3E5-41E9-8A25-21D2AFC56AE4
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:29:59,22:31:55,110,Child,utilities,D81311CF-35C2-4DC2-9952-0A7AA054093D
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:31:55,22:32:03,110,Child,finance,5B480911-61CE-4DA3-A0CC-A21E44FF8795
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:03,22:32:15,110,Child,finance,6C105089-BB4A-4791-A345-8C917AE365AE
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:15,22:32:27,110,Child,finance,F4353A99-2A4C-4613-8027-AA885BD705F6
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:27,22:32:28,110,Child,finance,6C105089-BB4A-4791-A345-8C917AE365AE
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:28,22:32:36,110,Child,finance,6C105089-BB4A-4791-A345-8C917AE365AE
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:36,22:32:37,110,Child,photoAndVideo,DCDB525F-6CB7-4627-80A1-E8B65FCC340B
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:32:37,22:34:54,110,Child,photoAndVideo,DCDB525F-6CB7-4627-80A1-E8B65FCC340B
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:34:54,22:35:03,110,Child,productivity,com.apple.mobilemail
12007135-4814-4c25-88cf-4f0d11172029,2023-06-09T22:29:59-05:00,2023-06-09,22:35:03,22:35:27,110,Child,shopping,BE1C12DB-2FF8-488C-B58D-B3B1A93ACDCA
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:58:17,22:58:39,110,Child,finance,E4774160-046B-44F7-9980-B8DB52B8CEED
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:57:01,22:58:17,110,Child,finance,7B69007B-64C2-4170-AE94-65C27AD28BA8
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:52:03,22:57:01,110,Child,photoAndVideo,F7D799A4-A2C6-4A0B-A1E7-38C4FBC49B0F
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:51:56,22:52:03,110,Child,photoAndVideo,F7D799A4-A2C6-4A0B-A1E7-38C4FBC49B0F
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:50:54,22:51:06,110,Child,productivity,com.apple.MobileSMS
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:51:06,22:51:56,110,Child,productivity,com.apple.MobileSMS
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:50:35,22:50:44,110,Child,productivity,com.apple.mobilemail
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:50:44,22:50:54,110,Child,productivity,910A324E-2F91-4D7D-A3A7-3E00D73E9FAB
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:50:17,22:50:35,110,Child,business,5AAB08CC-9B4B-46FB-A9B4-329A4CEF3DD6
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:50:06,22:50:17,110,Child,business,5AAB08CC-9B4B-46FB-A9B4-329A4CEF3DD6
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:45:07,22:50:06,110,Child,utilities,1D0400B8-33F8-4DAC-8FB2-C84CDD34215B
d2052a34-a501-4550-9e8e-f9ca7ebe2a73,2023-06-09T22:44:59-05:00,2023-06-09,22:44:59,22:45:07,110,Child,utilities,1D0400B8-33F8-4DAC-8FB2-C84CDD34215B
c699ceda-34c0-4eab-ae5a-17c4d3eee25e,2023-06-09T23:14:59-05:00,2023-06-09,23:14:59,23:15:01,110,Child,photoAndVideo,C6E27E4D-E4E7-4702-B498-B79DF94D4E13
98542f77-19d3-4654-84f5-7bd6096af713,2023-06-09T23:59:59-05:00,2023-06-09,23:59:59,00:00:40,110,Child,photoAndVideo,EB647712-3215-4F75-BCA8-581D5708EBB0
98542f77-19d3-4654-84f5-7bd6096af713,2023-06-09T23:59:59-05:00,2023-06-10,00:00:40,00:00:42,110,Child,photoAndVideo,EB647712-3215-4F75-BCA8-581D5708EBB0
98542f77-19d3-4654-84f5-7bd6096af713,2023-06-09T23:59:59-05:00,2023-06-10,00:00:42,00:00:47,110,Child,utilities,BDA78D90-E8A6-412E-ACD8-3F328DF503D2
98542f77-19d3-4654-84f5-7bd6096af713,2023-06-09T23:59:59-05:00,2023-06-10,00:00:47,00:01:19,110,Child,business,28418A0D-3305-4782-9D9F-FF5E6E31ACB8
d51a0fe4-28d9-4d77-b375-0a5e8f694e3b,2023-06-10T08:44:59-05:00,2023-06-10,08:45:21,08:50:15,110,Child,photoAndVideo,E44CD441-F630-4F58-92CA-46F63B4095D7
d51a0fe4-28d9-4d77-b375-0a5e8f694e3b,2023-06-10T08:44:59-05:00,2023-06-10,08:45:19,08:45:21,110,Child,business,86D7352E-BB86-4122-8742-8EB12B512DA1
d51a0fe4-28d9-4d77-b375-0a5e8f694e3b,2023-06-10T08:44:59-05:00,2023-06-10,08:44:59,08:45:19,110,Child,socialNetworking,EB4B67F9-5A8A-4BF6-A972-D63FBE45ABB9
958da360-9796-413e-b31f-b395c452810d,2023-06-10T08:59:59-05:00,2023-06-10,08:59:59,09:02:49,110,Child,utilities,E8635AFB-E18E-4269-A6DF-14DE9DB8B63C
958da360-9796-413e-b31f-b395c452810d,2023-06-10T08:59:59-05:00,2023-06-10,09:02:49,09:03:15,110,Child,photoAndVideo,E772B984-5425-44A3-B55E-8D4C7EC64D54
